Volcano Name,Country,Region,Latitude,Longitude,Elev,Type,Status
Tarakan,Indonesia,Halmahera-Indonesia,1.78,127.79,318,Pyroclastic cone,Holocene
Taryatu-Chulutu,Mongolia,Mongolia,48.17,99.7,2400,Volcanic field,Holocene
Tat Ali,Ethiopia,Africa-NE,13.28,41.07,700,Shield volcano,Holocene
Tate-yama,Japan,Honshu-Japan,36.57,137.6,2621,Stratovolcano,Historical
Tateshina,Japan,Honshu-Japan,36.1,138.3,2530,Stratovolcano,Holocene
Tatun Group,China,Taiwan,25.17,121.52,1120,Stratovolcano,Pleistocene-Fumarol
Taunshits,Russia,Kamchatka,54.53,159.8,2353,Stratovolcano,Radiocarbon
Taupo,New Zealand,New Zealand,-38.82,176,760,Caldera,Radiocarbon
Taveuni,Fiji,Fiji Is-SW Pacific,-16.82,-179.97,1241,Shield volcano,Radiocarbon
Tavui,Papua New Guinea,New Britain-SW Pac,-4.12,152.2,200,Caldera,Radiocarbon
Teahitia,France,Society Is-C Pacific,-17.57,-148.85,-1600,Submarine volcano,Seismicity
Tecapa,El Salvador,El Salvador,13.49,-88.5,1593,Stratovolcano,Holocene
Tecuamburro,Guatemala,Guatemala,14.16,-90.41,1845,Stratovolcano,Radiocarbon
Telica,Nicaragua,Nicaragua,12.6,-86.85,1061,Stratovolcano,Historical
Telomoyo,Indonesia,Java,-7.37,110.4,1894,Stratovolcano,Holocene
Telong. Bur Ni,Indonesia,Sumatra,4.77,96.81,2624,Stratovolcano,Historical
Tenduruk Dagi,Turkey,Turkey,39.33,43.83,3584,Shield volcano,Holocene
Tenerife,Spain,Canary Is,28.27,-16.64,3715,Stratovolcano,Historical
Tengchong,China,China-S,25.32,98.47,2865,Pyroclastic cone,Historical
Tengger Caldera,Indonesia,Java,-7.94,112.95,2329,Stratovolcano,Historical
Tenorio,Costa Rica,Costa Rica,10.67,-85.02,1916,Stratovolcano,Holocene
Teon,Pacific Ocean,Banda Sea,-6.92,129.13,655,Stratovolcano,Historical
Tepi,Ethiopia,Africa-NE,7.42,35.43,2728,Shield volcano,Holocene
Terceira,Portugal,Azores,38.73,-27.32,1023,Stratovolcano,Historical
Terpuk,Russia,Kamchatka,57.2,159.83,765,Shield volcano,Radiocarbon
Theistareykjarbunga,Iceland,Iceland,65.88,-16.83,564,Shield volcano,Tephrochronology
Thompson Island,Atlantic Ocean,Atlantic-S,-53.93,5.5,0,Submarine volcano,Uncertain
Thordarhyrna,Iceland,Iceland-S,62.27,-17.6,1659,Stratovolcano,Historical
Thule Islands,Antarctica,Antarctica,-59.45,-27.37,1075,Stratovolcano,Historical
Tianshan Volc Group,China,China-W,42.5,82.5,0,Volcanic field,Historical
Tiatia,Russia,Kuril Is,44.36,146.27,1819,Stratovolcano,Historical
Ticsani,Peru,Peru,-16.76,-70.6,5408,Stratovolcano,Holocene
Tidore,Indonesia,Halmahera-Indonesia,0.65,127.4,1730,Stratovolcano,Holocene
Tigalalu,Indonesia,Halmahera-Indonesia,0.07,127.42,422,Unknown,Holocene
Tigre. El,El Salvador,El Salvador,13.47,-88.43,1640,Stratovolcano,Holocene
Tigre. Isla El,Honduras,Honduras,13.27,-87.63,760,Stratovolcano,Holocene
Tin Zaouatene Volc Field,Mali,Africa-N,19.83,2.83,,Volcanic field,Holocene
Tinakula,Solomon Is.,Santa Cruz Is-SW Pac,-10.38,165.8,851,Stratovolcano,Historical
Tindfjallajokull,Iceland,Iceland-S,63.78,-19.57,1463,Stratovolcano,Holocene
Tinguiririca,Chile,Chile-C,-34.81,-70.35,4280,Stratovolcano,Historical
Tipas,Argentina,Argentina,-27.2,-68.55,6660,Complex volcano,Holocene
Tipas,Argentina,Argentina,-27.2,-68.55,6660,Complex volcano,Holocene
Titila,Russia,Kamchatka,57.4,160.1,1559,Shield volcano,Holocene
Tjornes Fracture Zone,Iceland,Iceland-N of,66.3,-17.1,0,Submarine volcano,Historical
Tlevak Strait-Suemez Is.,United States,Alaska-SE,55.25,-133.3,50,Volcanic field,Holocene
To-shima,Japan,Izu Is-Japan,34.52,139.28,508,Stratovolcano,Holocene
Toba,Indonesia,Sumatra,2.58,98.83,2157,Caldera,Holocene
Tobaru,Indonesia,Halmahera-Indonesia,1.63,127.68,1035,Unknown,Holocene
Todoko-Ranu,Indonesia,Halmahera-Indonesia,1.22,127.43,979,Caldera,Holocene
Todra Volc Field,Chad,Africa-N,17.68,8.5,2000,Volcanic field,Holocene
Tofua,Tonga,Tonga-SW Pacific,-19.75,-175.07,512,Caldera,Historical
Toh. Tarso,Chad,Africa-N,21.33,16.33,2000,Volcanic field,Holocene
Tokachi,Japan,Hokkaido-Japan,43.42,142.68,2077,Stratovolcano,Historical
Tolbachik,Russia,Kamchatka,55.83,160.33,3682,Shield volcano,Historical
Tolguaca,Chile,Chile-C,-38.31,-71.65,2806,Stratovolcano,Holocene
Tolguaca,Chile,Chile-C,-38.31,-71.65,2806,Stratovolcano,Holocene
Tolima,Colombia,Colombia,4.67,-75.33,5200,Stratovolcano,Historical
Toliman,Guatemala,Guatemala,14.61,-91.19,3158,Stratovolcano,Holocene
Tolmachev Dol,Russia,Kamchatka,52.63,157.58,1021,Cinder cone,Holocene
Toluca. Nevado de,Mexico,Mexico,19.11,-99.76,4690,Stratovolcano,Radiocarbon
Tombel Graben,Cameroon,Africa-W,4.75,9.67,500,Cinder cones,Holocene
Tondano Caldera,Indonesia,Sulawesi-Indonesia,1.23,124.83,1202,Caldera,Fumarolic
Toney Mountain,Antarctica,Antarctica,-75.8,-115.83,3595,Shield volcano,Holocene
Tongariro,New Zealand,New Zealand,-39.13,175.64,1978,Stratovolcano,Historical
Tongkoko,Indonesia,Sulawesi-Indonesia,1.52,125.2,1149,Stratovolcano,Historical
Tore,Papua New Guinea,Bougainville-SW Paci,-5.83,154.93,2200,Lava cone,Holocene
Torfajokull,Iceland,Iceland-S,63.92,-19.17,1259,Stratovolcano,Historical
Tori-shima,Japan,Izu Is-Japan,30.48,140.32,403,Stratovolcano,Historical
Toroeng Prong,Vietnam,SE Asia,14.93,108,800,Cinder cone,Holocene
Tortuga. Isla,Mexico,Mexico,27.39,-111.86,210,Shield volcano,Holocene
Tosa Sucha,Ethiopia,Africa-NE,5.92,37.57,1650,Cinder cone,Holocene
Tousside. Tarso,Chad,Africa-N,21.03,16.45,3265,Stratovolcano,Holocene
Towada,Japan,Honshu-Japan,40.47,140.92,1159,Caldera,Historical
Traitor's Head,Vanuatu,Vanuatu-SW Pacific,-18.75,169.23,837,Stratovolcano,Historical
Tres Virgenes,Mexico,Mexico,27.47,-112.59,1940,Stratovolcano,Radiocarbon
Tri Sestry,Russia,Kuril Is,45.93,149.92,998,Stratovolcano,Holocene
Trident,United States,Alaska Peninsula,58.23,-155.08,1864,Stratovolcano,Historical
Trindade,Atlantic Ocean,Atlantic-S,-20.51,-29.33,600,Stratovolcano,Holocene
Tristan da Cunha,Atlantic Ocean,Atlantic-S,-37.09,-12.28,2060,Stratovolcano,Historical
Trocon,Argentina,Argentina,-37.73,-70.9,2500,Lava domes,Holocene?
Trollagigar,Iceland,Iceland-NE,64.43,-18.13,1000,Crater rows,Historical
Tromen,Argentina,Argentina,-37.14,-70.03,3978,Stratovolcano,Holocene
Tronador,Chile,Chile-S,-41.16,-71.89,3491,Stratovolcano,Holocene?
Tseax River Cone,Canada,Canada,55.12,-128.9,609,Pyroclastic cone,Radiocarbon
Tshibinda,Congo. DRC,Africa-C,-2.32,28.75,1460,Cinder cone,Holocene
Tskhouk-Karckar,Armenia,Armenia,39.73,46.02,3000,Pyroclastic cones,Tephrochronology
Tsurumi,Japan,Kyushu-Japan,33.28,131.43,1584,Lava dome,Historical
Tujle. Cerro,Chile,Chile-N,-23.83,-67.95,3550,Maar,Holocene
Tulabug,Ecuador,Ecuador,-1.78,-78.61,3336,Scoria cone,Holocene
Tullu Moje,Ethiopia,Africa-NE,8.16,39.13,2349,Pumice cone,Anthropology
Tumble Buttes,United States,US-California,40.68,-121.55,2191,Cinder cone,Holocene
Tundroviy,Russia,Kamchatka,52.25,157.6,739,Shield volcano,Holocene
Tungnafellsjokull,Iceland,Iceland-NE,64.73,-17.92,1535,Stratovolcano,Holocene
Tungurahua,Ecuador,Ecuador,-1.47,-78.44,5023,Stratovolcano,Historical
Tunkin Depression,Russia,Russia-SE,51.5,102.5,1200,Volcanic field,Holocene
Tupungatito,Chile,Chile-C,-33.4,-69.8,6000,Stratovolcano,Historical
Turfan,China,China-W,42.9,89.25,0,Cone,Historical
Turrialba,Costa Rica,Costa Rica,10.03,-83.77,3340,Stratovolcano,Historical
Tutuila,American Samoa,Samoa-SW Pacific,-14.3,-170.7,653,Tuff cone,Holocene
Tutupaca,Peru,Peru,-17.03,-70.36,5815,Stratovolcano,Historical
Tuya Volc Field,Canada,Canada,59.37,-130.58,2123,Volcanic field,Holocene
Tuzgle. Cerro,Argentina,Argentina,-24.05,-66.48,5500,Stratovolcano,Holocene?
Tuzovsky,Russia,Kamchatka,57.32,159.97,1533,Shield volcano,Holocene
Twin Buttes,United States,US-California,40.78,-121.6,1631,Cinder cone,Holocene
Ubehebe Craters,United States,US-California,37.02,-117.45,752,Maar,Holocene
Ubinas,Peru,Peru,-16.36,-70.9,5672,Stratovolcano,Historical
Udina,Russia,Kamchatka,55.76,160.53,2923,Stratovolcano,Holocene
Udokan Volc Field,Russia,Russia-SE,56.18,117.47,1980,Shield volcano,Radiocarbon
Ugashik-Peulik,United States,Alaska Peninsula,57.75,-156.37,1474,Stratovolcano,Historical
Uinkaret Field,United States,US-Arizona,36.38,-113.13,1555,Volcanic field,Holocene
Uka,Russia,Kamchatka,57.7,160.58,1643,Shield volcano,Holocene
Ukinrek Maars,United States,Alaska Peninsula,57.83,-156.52,91,Maar,Historical
Uksichan,Russia,Kamchatka,56.08,158.38,1692,Shield volcano,Holocene
Ulawun,Papua New Guinea,New Britain-SW Pac,-5.05,151.33,2334,Stratovolcano,Historical
Uliaga,United States,Aleutian Is,53.07,-169.77,888,Stratovolcano,Holocene
Ulreung,South Korea,Korea,37.5,130.87,984,Stratovolcano,Radiocarbon
Ulug-Arginsky,Russia,Russia-SE,52.33,98,1800,Cinder cone,Holocene
Umboi,Papua New Guinea,New Guinea-NE of,-5.59,147.88,1548,Complex volcano,Holocene
Umm Arafieb. Jebel,Sudan,Africa-N,18.17,33.83,0,Shield volcano,Holocene
Ungaran,Indonesia,Java,-7.18,110.33,2050,Stratovolcano,Holocene
Unnamed,Portugal,Azores,37.78,-25.67,350,Pyroclastic cone,Historical
Unnamed,United States,Hawaiian Is,23.58,-163.83,-4000,Submarine volcano,Historical
Unnamed,Mexico,Mexico,28,-115,0,Submarine volcano,Uncertain
Unnamed,Japan,Volcano Is-Japan,26.13,144.48,-3200,Submarine volcano,Uncertain
Unnamed,Papua New Guinea,New Britain-SW Pac,-4.75,150.85,0,Submarine volcano,Uncertain
Unnamed,Russia,Kamchatka,55.92,161.75,0,Cinder cone,Holocene
Unnamed,United States,Hawaiian Is,21.75,-158.75,-3000,Submarine volcano,Uncertain
Unnamed,United States,Mariana Is-C Pacific,21,142.9,0,Submarine volcano,Uncertain
Unnamed,Philippines,Luzon-N of,20.33,121.75,-24,Submarine volcano,Historical
Unnamed,Papua New Guinea,New Guinea-NE of,-4.31,146.26,-2000,Submarine volcano,Uncertain
Unnamed,Pacific Ocean,Pacific-NE,31.75,-124.25,-2533,Submarine volcano,Uncertain
Unnamed,Russia,Kuril Is,46.47,151.28,-502,Submarine volcano,Hydrophonic
Unnamed,Tanzania,Africa-E,-8.63,33.57,0,Pyroclastic cone,Holocene
Unnamed,United States,Alaska Peninsula,55.93,-160,1555,Cinder cone,Holocene
Unnamed,China,China-W,35.85,91.7,5400,Volcanic field,Holocene
Unnamed,Russia,Kamchatka,52.88,158.3,700,Shield volcano,Holocene
Unnamed,Russia,Kuril Is,46.1,150.5,-100,Submarine volcano,Uncertain
Unnamed,Russia,Kuril Is,45.03,147.21,-930,Submarine volcano,Uncertain
Unnamed,Vanuatu,Vanuatu-SW Pacific,-16.99,168.59,216,Stratovolcano,Holocene
Unnamed,United States,Mariana Is-C Pacific,20.3,143.2,0,Submarine volcano,Uncertain
Unnamed,Russia,Kamchatka,51.6,156.55,298,Cinder cone,Holocene
Unnamed,United States,Alaska Peninsula,57.87,-155.42,300,Lava dome,Holocene
Unnamed,Indian Ocean,Indian O-E,11.75,80.75,0,Submarine volcano,Uncertain
Unnamed,Indian Ocean,Arabia-S,12.25,45,0,Submarine volcano,Uncertain
Unnamed,Russia,Kamchatka,52.92,158.52,450,Shield volcano,Holocene
Unnamed,United States,Admiralty Is-SW Paci,-3.03,147.78,-1300,Submarine volcano,Hydrophonic
Unnamed,Iran,Iran,28.17,60.67,0,Volcanic field,Holocene
Unnamed,Taiwan,Taiwan-E of,24,121.83,0,Submarine volcano,Historical
Unnamed,Syria,Syria,32.66,36.43,1436,Volcanic field,Holocene
Unnamed,Taiwan,Taiwan-E of,19.17,132.25,-10,Submarine volcano,Uncertain
Unnamed,Syria,Syria,33.31,36.93,945,Volcanic field,Holocene
Unnamed,Syria,Syria,36.67,37,0,Unknown,Historical
Unnamed,Russia,Kamchatka,52.57,157.02,610,Cinder cone,Holocene
Unnamed,Russia,Kamchatka,52.33,157.33,638,Pyroclastic cone,Holocene
Unnamed,New Zealand,Kermadec Is,-29.18,-177.87,-560,Submarine volcano,Historical
Unnamed,United States,Samoa-SW Pacific,-14.23,-169.07,-650,Submarine volcano,Uncertain
Unnamed,Taiwan,Taiwan-N of,25.42,122.33,-100,Submarine volcano,Historical
Unnamed,Tonga,Tonga-SW Pacific,-21.07,-175.33,0,Not Volcanic,Historical
Unnamed,United States,Aleutian Is,52,-173.5,0,Submarine volcano,Hydrophonic
Unnamed,Chile,Chile-Is,-33.62,-78.78,0,Submarine volcano,Historical
Unnamed,Netherlands,W Indies,16.13,-61.28,-7,Submarine volcano,Historical
Unnamed,Atlantic Ocean,Atlantic-N,66,-27.75,-108,Submarine volcano,Uncertain
Unnamed,Atlantic Ocean,Atlantic-N,49,-34.5,-1650,Submarine volcano,Historical
Unnamed,Russia,Kuril Is,48.08,153.33,-150,Submarine volcano,Historical
Unnamed,Papua New Guinea,New Britain-SW Pac,-5.2,148.57,0,Submarine volcano,Uncertain
Unnamed,Syria,Syria,33.15,36.26,1197,Volcanic field,Holocene
Unnamed,Tonga,Tonga-SW Pacific,-21.38,-175.65,-500,Submarine volcano,Historical
Unnamed,Indonesia,Sangihe Is-Indonesia,3.97,124.17,-5000,Submarine volcano,Uncertain
Unnamed,Russia,Kamchatka,56.82,158.95,1185,Shield volcano,Holocene
Unnamed,Pacific Ocean,Pacific-S,-53.9,-140.3,-1000,Submarine volcano,Uncertain
Unnamed,Pacific Ocean,SW Pacific,-25.78,168.63,-2400,Submarine volcano,Hydrophonic
Unnamed,Solomon Is.,Solomon Is-SW Pacifi,-8.92,158.03,-240,Submarine volcanoes,Holocene
Unnamed,Pacific Ocean,Pacific-E,9.82,-104.3,-2500,Submarine volcano,Historical
Unnamed,Taiwan,Taiwan-E of,21.83,121.18,-115,Submarine volcano,Historical
Unnamed,Taiwan,Taiwan-E of,20.93,134.75,-6000,Submarine volcano,Uncertain
Unnamed,Tonga,Tonga-SW Pacific,-20.85,-175.53,-13,Submarine volcano,Historical
Unnamed,Iran,Iran,39.25,45.17,,Volcanic field,Holocene
Unnamed,Tonga,Tonga-SW Pacific,-24.8,-177.02,-385,Submarine volcano,Fumarolic
Unnamed,Tonga,Tonga-SW Pacific,-21.15,-175.75,-65,Submarine volcano,Holocene
Unnamed,Tonga,Tonga-SW Pacific,-18.33,-174.37,-40,Submarine volcano,Historical
Unnamed,Japan,Volcano Is-Japan,26.13,144.48,-3200,Submarine volcano?,Uncertain
Unnamed,United States,Mariana Is-C Pacific,21,142.9,,Submarine volcano?,Uncertain
Unnamed,United States,Mariana Is-C Pacific,20.3,143.2,,Submarine volcano?,Uncertain
Unnamed,Pacific Ocean,Pacific-NE,31.75,-124.25,-2533,Submarine volcano?,Uncertain
Unnamed,Pacific Ocean,Pacific-E,10.73,-103.58,,Submarine volcano,Historical
Unnamed,Pacific Ocean,Pacific-E,9.83,-104.3,-2500,Submarine volcano,Historical
Unnamed,Pacific Ocean,Pacific-E,-8.27,-107.95,-2800,Submarine volcano,Historical
Unnamed,Pacific Ocean,Pacific-S,-53.9,-140.3,-1000,Submarine volcano,Uncertain
Unnamed,Pacific Ocean,Pacific-S,-55.97,-143.17,,Submarine volcano,Uncertain
Unnamed,Argentina,Argentina,-25.1,-68.27,,Pyroclastic cone,Holocene?
Unnamed,Arctic Ocean,Arctic Ocean,85.58,85,-3800,Submarine volcano,Holocene
Unnamed,Georgia,Georgia,42.45,44.25,3750,Cinder cone,Holocene
Unnamed,Atlantic Ocean,Atlantic-C,7,-21.83,-1415,Submarine volcano,Uncertain
Unnamed,Ethiopia,Africa-NE,8.62,38.95,1800,Fissure vent,Holocene
Unnamed,Atlantic Ocean,Atlantic-C,-0.58,-15.83,-1528,Submarine volcano,Historical
Unnamed,Antarctica,Antarctica,-73.45,164.58,2987,Scoria cone,Holocene
Unnamed,Ethiopia,Africa-NE,8.7,39.63,1300,Pyroclastic cone,Holocene
Unnamed,Antarctica,Antarctica,-76.83,163,-500,Submarine volcano,Holocene
Unnamed,Ethiopia,Africa-NE,8.07,39.07,1800,Fissure vent,Holocene
Unnamed,Ethiopia,Africa-NE,7.95,38.93,1889,Fissure vent,Holocene
Unnamed,Atlantic Ocean,Atlantic-C,-3.5,-24.5,-5300,Submarine volcano,Uncertain
Unnamed,Atlantic Ocean,Atlantic-C,4.2,-21.45,-2900,Submarine volcano,Uncertain
Unnamed,Georgia,Georgia,41.55,43.6,3400,Lava cone,Holocene
Unnamed,Ethiopia,Africa-NE,5.65,37.67,1200,Cinder cone,Holocene
Unnamed,Chile,Chile-Is,-33.62,-76.83,-642,Submarine volcano,Uncertain
Unnamed,Arctic Ocean,Arctic Ocean,88.27,-65.6,-1500,Submarine volcano,Historical
Unnamed,Atlantic Ocean,Atlantic-N,38.75,-38.08,-4200,Submarine volcano,Historical
Unnamed,Atlantic Ocean,Atlantic-N,39.95,-25.83,-2835,Submarine volcano,Uncertain
Unzen,Japan,Kyushu-Japan,32.75,130.3,1500,Complex volcano,Historical
Upolu,Samoa,Samoa-SW Pacific,-13.94,-171.72,1100,Shield volcano,Holocene
Urataman,Russia,Kuril Is,47.12,152.23,678,Somma volcano,Holocene
Ushishur,Russia,Kuril Is,47.52,152.8,401,Caldera,Historical
Ushkovsky,Russia,Kamchatka,56.11,160.47,3943,Compound volcano,Historical
Usu,Japan,Hokkaido-Japan,42.53,140.83,731,Stratovolcano,Historical
Usulutan,El Salvador,El Salvador,13.42,-88.47,1449,Stratovolcano,Holocene
Utila Island,Honduras,Honduras,16.1,-86.9,90,Pyroclastic cone,Holocene
Uwayrid. Harrat,Saudi Arabia,Arabia-W,27.08,37.25,1900,Volcanic field,Anthropology
Uzon,Russia,Kamchatka,54.5,159.97,1617,Caldera,Radiocarbon
Vakak Group,Afghanistan,Afghanistan,34.25,67.97,3190,Volcanic field,Holocene
Valle. El,Panama,Panama,8.58,-80.17,1185,Stratovolcano,Holocene?
Veniaminof,United States,Alaska Peninsula,56.17,-159.38,2507,Stratovolcano,Historical
Verkhovoy,Russia,Kamchatka,56.52,159.53,1400,Shield volcano,Holocene
Vernadskii Ridge,Russia,Kuril Is,50.55,155.97,1183,Cinder cone,Holocene
Vestmannaeyjar,Iceland,Iceland-S,63.43,-20.28,279,Submarine volcano,Historical
Vesuvius,Italy,Italy,40.82,14.43,1281,Complex volcano,Historical
Veteran,Vietnam,SE Asia,9.83,109.05,0,Submarine volcano,Fumarolic
Victory,Papua New Guinea,New Guinea,-9.2,149.07,1925,Stratovolcano,Historical
Viedma. Volcan,Argentina,Argentina,-49.36,-73.28,1300,Subglacial volcano,Historical
Villarrica,Chile,Chile-C,-39.42,-71.93,2847,Stratovolcano,Historical
Vilyuchik,Russia,Kamchatka,52.68,158.3,2173,Stratovolcano,Tephrochronology
Visoke,Rwanda,Africa-C,-1.47,29.49,3711,Stratovolcano,Historical
Volcanico. Cerro,Argentina,Argentina,-42.07,-71.65,0,Cinder cone,Holocene
Volcano W,New Zealand,Kermadec Is,-31.85,-179.18,-900,Submarine volcanoes,Fumarolic
Voon. Tarso,Chad,Africa-N,20.92,17.28,3100,Stratovolcano,Fumarolic
Voyampolsky,Russia,Kamchatka,58.37,160.62,1225,Shield volcano,Holocene
Vsevidof,United States,Aleutian Is,53.13,-168.68,2149,Stratovolcano,Historical
Vulcano,Italy,Italy,38.4,14.96,500,Stratovolcano,Historical
Vulsini,Italy,Italy,42.6,11.93,800,Caldera,Historical
Waesche,Antarctica,Antarctica,-77.17,-126.88,3292,Shield volcano,Holocene
Waiowa,Papua New Guinea,New Guinea,-9.57,149.08,640,Pyroclastic cone,Historical
Wallis Islands,Wallis & Futuna,SW Pacific,-13.3,-176.17,143,Shield volcano,Holocene
Walo,Papua New Guinea,New Britain-SW Pac,-5.53,150.9,15,Hydrothermal field,Hot Springs
Wapi Lava Field,United States,US-Idaho,42.88,-113.22,1604,Shield volcano,Radiocarbon
Washiba-Kumonotaira,Japan,Honshu-Japan,36.4,137.5,2924,Shield volcano,Tephrochronology
Watt. Morne,Dominica,W Indies,15.31,-61.31,1224,Stratovolcanoes,Historical
Wau-en-Namus,Libya,Africa-N,25.05,17.55,547,Caldera,Holocene?
Wayang-Windu,Indonesia,Java,-7.21,107.63,2182,Lava dome,Fumarolic
Wells Gray-Clearwater,Canada,Canada,52.33,-120.57,2015,Cinder cone,Dendrochronology
West Crater,United States,US-Washington,45.88,-122.08,1329,Volcanic field,Radiocarbon
West Eifel Volc Field,Germany,Germany,50.17,6.85,600,Maar,Radiocarbon
West Mata,Tonga,Tonga-SW Pacific,-15.1,-173.75,-1174,Submarine volcano,Historical
Westdahl,United States,Aleutian Is,54.52,-164.65,1654,Stratovolcano,Historical
Whangarei,New Zealand,New Zealand,-35.75,174.27,397,Cinder cone,Holocene
White Island,New Zealand,New Zealand,-37.52,177.18,321,Stratovolcano,Historical
Wilis,Indonesia,Java,-7.81,111.76,2563,Stratovolcano,Holocene
Wolf. Volcan,Ecuador,Galapagos,0.02,-91.35,1710,Shield volcano,Historical
Wrangell,United States,Alaska-E,62,-144.02,4317,Shield volcano,Historical
Wudalianchi,China,China-E,48.72,126.12,597,Volcanic field,Historical
Wurlali,Indonesia,Banda Sea,-7.13,128.68,868,Stratovolcano,Historical
Xianjindao,North Korea,Korea,41.33,128,0,Unknown,Historical
Yake-dake,Japan,Honshu-Japan,36.22,137.58,2455,Stratovolcano,Historical
Yali,Greece,Greece,36.63,27.1,176,Lava dome,Holocene
Yangudi,Ethiopia,Africa-NE,10.58,41.04,1383,Complex volcano,Holocene
Yantarni,United States,Alaska Peninsula,57.02,-157.18,1336,Stratovolcano,Tephrochronology
Yanteles,Chile,Chile-S,-43.5,-72.8,2042,Stratovolcanoes,Radiocarbon
Yanteles. Cerro,Chile,Chile-S,-43.42,-72.83,2050,Stratovolcano,Historical
Yar. Jabal,Saudi Arabia,Arabia-W,17.05,42.83,305,Volcanic field,Historical
Yasur,Vanuatu,Vanuatu-SW Pacific,-19.52,169.43,361,Stratovolcano,Historical
Yate,Chile,Chile-S,-41.76,-72.4,2187,Stratovolcano,Holocene
Yelia,Papua New Guinea,New Guinea,-7.05,145.86,3384,Stratovolcano,Holocene
Yellowstone,United States,US-Wyoming,44.43,-110.67,2805,Caldera,Tephrochronology
Yersey,Indonesia,Lesser Sunda Is,-7.53,123.95,-3800,Submarine volcano,Uncertain
Yojoa. Lake,Honduras,Honduras,14.98,-87.98,1090,Volcanic field,Holocene
Yomba,Papua New Guinea,New Guinea-NE of,-4.92,146.75,0,Unknown,Uncertain
Yotei,Japan,Hokkaido-Japan,42.83,140.82,1893,Stratovolcano,Radiocarbon
Young Island,Antarctica,Antarctica,-66.42,162.45,1340,Stratovolcano,Fumarolic
Yucamane,Peru,Peru,-17.18,-70.2,5550,Stratovolcano,Historical
Yumia. Cerro,Bolivia,Bolivia,-21.5,-67.5,4050,Cone,Holocene
Yunaska,United States,Aleutian Is,52.63,-170.63,550,Shield volcano,Historical
Zacate Grande. Isla,Honduras,Honduras,13.33,-87.63,600,Stratovolcano,Holocene
Zao,Japan,Honshu-Japan,38.15,140.45,1841,Complex volcano,Historical
Zaozerny,Russia,Kamchatka,56.88,159.95,1349,Shield volcano,Holocene
Zapatera,Nicaragua,Nicaragua,11.73,-85.82,629,Shield volcano,Holocene
Zavaritsky,Russia,Kamchatka,53.91,158.39,1567,Cinder cones,Radiocarbon
Zavaritsky,Russia,Kamchatka,53.91,158.39,1567,Stratovolcano,Radiocarbon
Zavaritzki Caldera,Russia,Kuril Is,46.93,151.95,624,Caldera,Historical
Zavodovski,Antarctica,Antarctica,-56.3,-27.57,551,Stratovolcano,Historical
Zengyu,Taiwan,Taiwan-N of,26.18,122.46,-418,Submarine volcano,Historical
Zheltovsky,Russia,Kamchatka,51.57,157.32,1953,Stratovolcano,Historical
Zhupanovsky,Russia,Kamchatka,53.59,159.15,2958,Compound volcano,Historical
Zimina,Russia,Kamchatka,55.86,160.6,3081,Stratovolcano,Holocene
Zubair. Jebel,Yemen,Red Sea,15.05,42.18,191,Shield volcano,Historical
Zukur,Yemen,Red Sea,14.02,42.75,624,Shield volcano,Holocene
Zuni-Bandera,United States,US-New Mexico,34.8,-108,2550,Volcanic field,Anthropology

